,appId,fraudulent,bugs,authentication,security,usability,ads_tracker,cust_support,total_negative,total,pct_negative,pct_fraud,pct_bugs,pct_auth,pct_sec,pct_usa,pct_ads,pct_cust
212,com.plunien.poloniex,41,46,33,4,36,1,22,257,1132,22.7,15.95,17.9,12.84,1.56,14.01,0.39,8.56
213,com.plutus.wallet,750,247,566,81,112,5,333,2150,6827,31.49,34.88,11.49,26.33,3.77,5.21,0.23,15.49
214,com.pointpay.bank,19,24,17,1,4,1,3,72,454,15.86,26.39,33.33,23.61,1.39,5.56,1.39,4.17
215,com.polehin.android,257,25,111,14,29,2,64,867,4758,18.22,29.64,2.88,12.8,1.61,3.34,0.23,7.38
216,com.polispay.copay,4,1,1,0,2,0,1,11,38,28.95,36.36,9.09,9.09,0.0,18.18,0.0,9.09
217,com.portto.blocto,2,0,1,0,0,1,0,10,42,23.81,20.0,0.0,10.0,0.0,0.0,10.0,0.0
218,com.prizmbit,1,0,0,0,0,0,0,3,13,23.08,33.33,0.0,0.0,0.0,0.0,0.0,0.0
219,com.profittrading.forcoinbase,2,0,0,1,0,0,0,6,36,16.67,33.33,0.0,0.0,16.67,0.0,0.0,0.0
220,com.ptpwallet,5,1,1,0,1,0,2,12,152,7.89,41.67,8.33,8.33,0.0,8.33,0.0,16.67
221,com.pumapay.pumawallet,9,9,10,1,2,0,3,33,143,23.08,27.27,27.27,30.3,3.03,6.06,0.0,9.09
222,com.qcan.mobile.bitcoin.wallet,2,1,0,0,0,0,0,7,64,10.94,28.57,14.29,0.0,0.0,0.0,0.0,0.0
223,com.quarkonium.qpocket,1,1,2,0,0,0,2,16,25,64.0,6.25,6.25,12.5,0.0,0.0,0.0,12.5
224,com.qubris.freecryptofaucet,0,0,0,0,0,0,0,2,5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,com.quidax.app,130,61,118,7,35,3,19,464,1433,32.38,28.02,13.15,25.43,1.51,7.54,0.65,4.09
226,com.quppy,5,4,6,0,1,1,2,18,39,46.15,27.78,22.22,33.33,0.0,5.56,5.56,11.11
227,com.raido_wallet,0,0,1,0,0,0,1,3,10,30.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33
228,com.remint.app,5,17,7,1,0,2,1,60,319,18.81,8.33,28.33,11.67,1.67,0.0,3.33,1.67
229,com.remitano.remitano,140,152,152,14,84,4,69,704,4414,15.95,19.89,21.59,21.59,1.99,11.93,0.57,9.8
230,com.ripio.android,6,10,17,4,1,0,4,126,189,66.67,4.76,7.94,13.49,3.17,0.79,0.0,3.17
231,com.saltlending.mobile,1,1,3,0,0,0,1,6,31,19.35,16.67,16.67,50.0,0.0,0.0,0.0,16.67
232,com.savl,0,0,1,1,1,0,0,5,108,4.63,0.0,0.0,20.0,20.0,20.0,0.0,0.0
233,com.sculptech.dtrax,12,3,6,1,5,0,2,37,160,23.12,32.43,8.11,16.22,2.7,13.51,0.0,5.41
234,com.shapeshift.droid_shapeshift,113,85,186,19,77,7,59,721,1154,62.48,15.67,11.79,25.8,2.64,10.68,0.97,8.18
235,com.signkeys.wallet.portfolio,0,1,0,0,0,0,2,2,17,11.76,0.0,50.0,0.0,0.0,0.0,0.0,100.0
236,com.silenca.amlsafe,0,0,0,0,0,0,0,1,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,com.silvercoinvaluerpro,0,0,0,0,0,0,0,8,57,14.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,com.sixpencer.simplework,0,0,0,0,0,0,1,3,40,7.5,0.0,0.0,0.0,0.0,0.0,0.0,33.33
239,com.sixwallet,0,1,1,0,0,0,0,3,7,42.86,0.0,33.33,33.33,0.0,0.0,0.0,0.0
240,com.skycoin.wallet,0,2,0,1,0,0,0,4,51,7.84,0.0,50.0,0.0,25.0,0.0,0.0,0.0
241,com.skyewallet.skye_wallet,3,2,1,0,0,0,0,9,22,40.91,33.33,22.22,11.11,0.0,0.0,0.0,0.0
242,com.sparkpoint,13,10,6,1,2,0,12,60,314,19.11,21.67,16.67,10.0,1.67,3.33,0.0,20.0
243,com.spot.spot,36,9,13,5,7,1,0,123,1120,10.98,29.27,7.32,10.57,4.07,5.69,0.81,0.0
244,com.stasis.stasiswallet,2,0,2,0,0,0,0,7,29,24.14,28.57,0.0,28.57,0.0,0.0,0.0,0.0
245,com.stocksexchange.android,14,9,29,0,12,0,5,73,202,36.14,19.18,12.33,39.73,0.0,16.44,0.0,6.85
246,com.studentcoin,54,9,9,2,1,0,5,99,156,63.46,54.55,9.09,9.09,2.02,1.01,0.0,5.05
247,com.supremexchange,1,0,0,0,0,0,1,1,5,20.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
248,com.theblockchain.coinus.wallet,1,0,0,0,0,0,0,2,30,6.67,50.0,0.0,0.0,0.0,0.0,0.0,0.0
249,com.thinkdevs.cryptomarket,3,0,0,1,1,0,0,20,57,35.09,15.0,0.0,0.0,5.0,5.0,0.0,0.0
250,com.titan.coin,1,0,1,0,0,0,1,7,24,29.17,14.29,0.0,14.29,0.0,0.0,0.0,14.29
251,com.top1.group.international.android,1,0,0,0,1,0,0,2,202,0.99,50.0,0.0,0.0,0.0,50.0,0.0,0.0
252,com.trusteewallet,17,5,4,0,4,0,3,68,262,25.95,25.0,7.35,5.88,0.0,5.88,0.0,4.41
253,com.valr.app,18,9,24,4,6,0,4,95,378,25.13,18.95,9.47,25.26,4.21,6.32,0.0,4.21
254,com.viabtc.pool,9,15,7,0,2,0,2,71,479,14.82,12.68,21.13,9.86,0.0,2.82,0.0,2.82
255,com.vidulumwallet.app,0,0,2,1,0,0,0,4,29,13.79,0.0,0.0,50.0,25.0,0.0,0.0,0.0
256,com.visionwallet.app,1,1,1,0,0,0,0,3,3,100.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0
257,com.wallet.crypto.trustapp,1574,617,448,351,412,11,367,7363,54027,13.63,21.38,8.38,6.08,4.77,5.6,0.15,4.98
258,com.whitebit.android,62,53,92,2,20,1,27,326,490,66.53,19.02,16.26,28.22,0.61,6.13,0.31,8.28
259,com.wirex,418,169,553,61,108,7,349,1650,4752,34.72,25.33,10.24,33.52,3.7,6.55,0.42,21.15
260,com.wrx.wazirx,10063,3883,4460,294,2667,50,2231,28498,58274,48.9,35.31,13.63,15.65,1.03,9.36,0.18,7.83
261,com.xbond.exchange,0,0,0,0,0,0,0,1,3,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,com.xcoex.mobile,3,0,2,0,0,0,0,5,34,14.71,60.0,0.0,40.0,0.0,0.0,0.0,0.0
263,com.xufagroup.cryptowallet,1,1,0,0,0,0,0,2,3,66.67,50.0,50.0,0.0,0.0,0.0,0.0,0.0
264,com.youhodler.youhodler,7,13,24,3,2,1,2,85,287,29.62,8.24,15.29,28.24,3.53,2.35,1.18,2.35
265,com.zelcash.zelcore,1,9,8,1,10,0,2,49,182,26.92,2.04,18.37,16.33,2.04,20.41,0.0,4.08
266,com.zenafinance,2,1,3,0,1,0,2,16,44,36.36,12.5,6.25,18.75,0.0,6.25,0.0,12.5
267,com.zengo.wallet,38,8,21,5,9,0,12,130,684,19.01,29.23,6.15,16.15,3.85,6.92,0.0,9.23
268,com.zipwallet.app,25,11,13,1,5,0,5,106,300,35.33,23.58,10.38,12.26,0.94,4.72,0.0,4.72
269,com.zixipay.wallet,1,0,1,1,0,0,0,2,5,40.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0
270,crypto.cc.atc,28,5,20,0,4,1,1,111,171,64.91,25.23,4.5,18.02,0.0,3.6,0.9,0.9
271,de.fuf.bitbucks,0,0,0,0,0,0,0,2,9,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,de.langerhans.wallet,144,72,11,11,28,0,24,623,1315,47.38,23.11,11.56,1.77,1.77,4.49,0.0,3.85
273,de.schildbach.wallet,277,152,42,32,55,4,41,1251,4253,29.41,22.14,12.15,3.36,2.56,4.4,0.32,3.28
274,de.schildbach.wallet.goldcoin,0,3,1,0,0,0,1,9,43,20.93,0.0,33.33,11.11,0.0,0.0,0.0,11.11
275,doge.org.freewallet.app,132,147,175,11,19,1,45,624,3826,16.31,21.15,23.56,28.04,1.76,3.04,0.16,7.21
276,eos.org.freewallet.app,17,15,14,0,1,0,12,61,246,24.8,27.87,24.59,22.95,0.0,1.64,0.0,19.67
277,eth.org.freewallet.app,252,118,130,24,34,0,155,832,3592,23.16,30.29,14.18,15.62,2.88,4.09,0.0,18.63
278,everex.transfer,2,1,0,0,0,0,0,5,31,16.13,40.0,20.0,0.0,0.0,0.0,0.0,0.0
279,exchange.einstein.mobile.release,35,27,48,1,21,0,5,196,529,37.05,17.86,13.78,24.49,0.51,10.71,0.0,2.55
280,finance.earna.app,1,0,0,0,0,0,0,1,6,16.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0
281,fio.ecoin.wallet,17,39,55,6,16,2,0,262,633,41.39,6.49,14.89,20.99,2.29,6.11,0.76,0.0
282,fr.acinq.phoenix.mainnet,2,1,0,0,0,0,0,11,69,15.94,18.18,9.09,0.0,0.0,0.0,0.0,0.0
283,gbbit.app.wallet,3,2,5,0,0,0,1,16,61,26.23,18.75,12.5,31.25,0.0,0.0,0.0,6.25
284,global.bithumb.android,38,16,67,9,21,0,5,213,1117,19.07,17.84,7.51,31.46,4.23,9.86,0.0,2.35
285,hodl.group.xrpio,42,3,6,0,8,1,8,79,234,33.76,53.16,3.8,7.59,0.0,10.13,1.27,10.13
286,i.brains.pandax,58,5,30,1,15,0,1,136,557,24.42,42.65,3.68,22.06,0.74,11.03,0.0,0.74
287,im.status.ethereum,1,1,1,2,1,0,0,24,116,20.69,4.17,4.17,4.17,8.33,4.17,0.0,0.0
288,im.token.app,50,21,12,19,11,1,18,172,682,25.22,29.07,12.21,6.98,11.05,6.4,0.58,10.47
289,info.mysecurewallet.wallet,1,0,1,0,0,0,0,6,22,27.27,16.67,0.0,16.67,0.0,0.0,0.0,0.0
290,io.atomicwallet,591,215,117,89,193,8,267,2170,12408,17.49,27.24,9.91,5.39,4.1,8.89,0.37,12.3
291,io.bincap.exchange,0,0,1,0,0,0,0,1,1,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
292,io.bluewallet.bluewallet,18,13,5,4,6,1,5,71,257,27.63,25.35,18.31,7.04,5.63,8.45,1.41,7.04
293,io.bolt.mibwallet,0,1,0,0,1,0,0,5,31,16.13,0.0,20.0,0.0,0.0,20.0,0.0,0.0
294,io.cex.app.prod,303,125,275,40,54,4,147,985,4651,21.18,30.76,12.69,27.92,4.06,5.48,0.41,14.92
295,io.deviantcoin.android,0,1,0,0,0,0,0,3,16,18.75,0.0,33.33,0.0,0.0,0.0,0.0,0.0
296,io.eidoo.wallet.prodnet,9,9,13,3,8,1,10,104,362,28.73,8.65,8.65,12.5,2.88,7.69,0.96,9.62
297,io.eosnova.wallet.android,1,1,2,1,0,0,0,10,22,45.45,10.0,10.0,20.0,10.0,0.0,0.0,0.0
298,io.goldwallet.wallet,5,3,3,0,1,0,0,37,101,36.63,13.51,8.11,8.11,0.0,2.7,0.0,0.0
299,io.hexawallet.hexa,0,0,2,0,0,0,0,3,5,60.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0
300,io.infinito.wallet,18,24,11,1,7,0,7,91,427,21.31,19.78,26.37,12.09,1.1,7.69,0.0,7.69
301,io.kriptomat.app,2,2,10,0,2,0,1,26,83,31.33,7.69,7.69,38.46,0.0,7.69,0.0,3.85
302,io.melis.clientwallet,0,0,0,0,0,0,0,1,3,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,io.metamask,218,205,133,97,87,2,64,1237,2067,59.85,17.62,16.57,10.75,7.84,7.03,0.16,5.17
304,io.muun.apollo,0,2,0,0,0,0,1,6,51,11.76,0.0,33.33,0.0,0.0,0.0,0.0,16.67
305,io.nash.app,3,0,2,0,1,0,0,11,130,8.46,27.27,0.0,18.18,0.0,9.09,0.0,0.0
306,io.rapids.network.wallet,1,1,0,0,0,0,0,5,52,9.62,20.0,20.0,0.0,0.0,0.0,0.0,0.0
307,io.rscoins.network,12,23,9,1,5,0,0,104,240,43.33,11.54,22.12,8.65,0.96,4.81,0.0,0.0
308,io.safepal.wallet,68,49,21,11,22,0,24,351,1667,21.06,19.37,13.96,5.98,3.13,6.27,0.0,6.84
309,io.totalcoin.wallet,17,0,4,2,1,0,5,63,264,23.86,26.98,0.0,6.35,3.17,1.59,0.0,7.94
310,io.uun.clet,3,4,10,0,1,0,0,33,137,24.09,9.09,12.12,30.3,0.0,3.03,0.0,0.0
311,io.wallet,1,0,0,0,0,0,0,6,14,42.86,16.67,0.0,0.0,0.0,0.0,0.0,0.0
312,io.yellowcard.app,129,25,101,3,35,0,40,323,733,44.07,39.94,7.74,31.27,0.93,10.84,0.0,12.38
313,it.airgap.vault,0,3,0,0,0,0,0,4,16,25.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
314,it.airgap.wallet,2,3,0,1,0,0,2,7,26,26.92,28.57,42.86,0.0,14.29,0.0,0.0,28.57
315,it.inbitcoin.altana,1,0,0,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
316,jp.co.smartapp.gowallet,7,0,1,0,1,0,0,18,133,13.53,38.89,0.0,5.56,0.0,5.56,0.0,0.0
317,jp.coincheck.android,4,5,20,1,4,0,2,45,98,45.92,8.89,11.11,44.44,2.22,8.89,0.0,4.44
318,kr.co.keypair.keywalletTouch,0,1,0,0,0,0,1,2,17,11.76,0.0,50.0,0.0,0.0,0.0,0.0,50.0
319,kuna.beta,1,0,0,0,0,0,0,2,11,18.18,50.0,0.0,0.0,0.0,0.0,0.0,0.0
320,lt.spectrofinance.spectrocoin.android.wallet,20,9,41,2,6,0,11,114,294,38.78,17.54,7.89,35.96,1.75,5.26,0.0,9.65
321,ltcc.org.freewallet.app,73,66,84,4,7,0,43,295,1362,21.66,24.75,22.37,28.47,1.36,2.37,0.0,14.58
322,me.coinpal.app,1,1,0,0,0,0,0,5,35,14.29,20.0,20.0,0.0,0.0,0.0,0.0,0.0
323,me.cryptopay.android,6,4,15,4,2,1,6,36,154,23.38,16.67,11.11,41.67,11.11,5.56,2.78,16.67
324,mw.org.freewallet.app,298,134,191,31,49,4,179,989,4178,23.67,30.13,13.55,19.31,3.13,4.95,0.4,18.1
325,neo.org.freewallet.app,7,8,3,0,1,0,2,26,88,29.55,26.92,30.77,11.54,0.0,3.85,0.0,7.69
326,net.bitbay.bitcoin,1,3,6,0,0,0,1,19,37,51.35,5.26,15.79,31.58,0.0,0.0,0.0,5.26
327,net.bither,4,1,1,2,0,0,1,20,53,37.74,20.0,5.0,5.0,10.0,0.0,0.0,5.0
328,net.bitstamp.app,63,36,128,24,14,0,33,302,1363,22.16,20.86,11.92,42.38,7.95,4.64,0.0,10.93
329,net.coinpayments.coinpaymentsapp,94,16,28,4,16,1,15,233,488,47.75,40.34,6.87,12.02,1.72,6.87,0.43,6.44
330,net.ethylyte.com,1,0,0,0,0,0,0,3,105,2.86,33.33,0.0,0.0,0.0,0.0,0.0,0.0
331,net.iconomi.android,2,2,4,2,1,0,0,18,53,33.96,11.11,11.11,22.22,11.11,5.56,0.0,0.0
332,network.celsius.wallet,135,194,240,29,49,7,96,736,2416,30.46,18.34,26.36,32.61,3.94,6.66,0.95,13.04
333,network.xyo.coin,463,270,136,42,102,52,60,1816,8771,20.7,25.5,14.87,7.49,2.31,5.62,2.86,3.3
334,nxt.org.freewallet.app,3,2,2,1,1,1,7,22,127,17.32,13.64,9.09,9.09,4.55,4.55,4.55,31.82
335,one.mixin.messenger,2,1,2,0,3,0,0,20,127,15.75,10.0,5.0,10.0,0.0,15.0,0.0,0.0
336,org.bitcoinox.bitcoinoxwallet,0,0,0,0,0,0,0,2,10,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,org.coinid.vault,0,0,0,0,0,0,1,2,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
338,org.coinid.wallet.tbtc,0,0,0,0,0,0,0,2,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,org.coinid.wallet.xmy,1,0,1,0,0,0,0,2,3,66.67,50.0,0.0,50.0,0.0,0.0,0.0,0.0
340,org.deuscoin.wallet,1,0,2,0,0,0,1,8,51,15.69,12.5,0.0,25.0,0.0,0.0,0.0,12.5
341,org.electroncash.wallet,2,0,0,0,1,0,0,7,42,16.67,28.57,0.0,0.0,0.0,14.29,0.0,0.0
342,org.electrum.electrum,19,79,8,12,15,1,10,333,635,52.44,5.71,23.72,2.4,3.6,4.5,0.3,3.0
343,org.guapcoin.multiwallet,1,0,4,0,0,0,0,6,22,27.27,16.67,0.0,66.67,0.0,0.0,0.0,0.0
344,org.strayacoin.bitcoinpos,0,1,0,0,0,0,0,1,1,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
345,org.topnetwork.hiwallet,1,0,0,1,0,0,1,2,10,20.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0
346,org.toshi,543,267,289,75,82,6,212,1918,6883,27.87,28.31,13.92,15.07,3.91,4.28,0.31,11.05
347,org.walleth,1,2,2,0,0,0,1,10,41,24.39,10.0,20.0,20.0,0.0,0.0,0.0,10.0
348,paydeepp.elegro.io,1,0,0,0,0,0,0,1,5,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
349,piuk.blockchain.android,1795,1170,1743,253,422,29,720,6874,27659,24.85,26.11,17.02,25.36,3.68,6.14,0.42,10.47
350,roseon.finance,1,0,0,0,0,0,0,3,65,4.62,33.33,0.0,0.0,0.0,0.0,0.0,0.0
351,trx.org.freewallet.app,18,14,20,1,3,0,8,112,288,38.89,16.07,12.5,17.86,0.89,2.68,0.0,7.14
352,tw.org.freewallet.app,14,9,11,0,2,0,14,62,126,49.21,22.58,14.52,17.74,0.0,3.23,0.0,22.58
353,urubit.uwallet.app,0,0,0,0,0,0,0,1,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,usdt.org.freewallet.app,19,12,13,1,8,0,15,69,306,22.55,27.54,17.39,18.84,1.45,11.59,0.0,21.74
355,vip.mytokenpocket,65,51,40,7,41,1,22,482,2142,22.5,13.49,10.58,8.3,1.45,8.51,0.21,4.56
356,xmr.org.freewallet.app,104,47,60,17,3,2,46,297,1286,23.09,35.02,15.82,20.2,5.72,1.01,0.67,15.49
357,xrp.org.freewallet.app,36,36,29,2,7,0,9,103,283,36.4,34.95,34.95,28.16,1.94,6.8,0.0,8.74
358,za.co.rockwallet,1,0,0,0,0,0,0,1,2,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
