app_id,lib_name,lib_type,TargetedAds,MobileAnalytics,Analytics,AnyTrackingLibrary
btc.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
btc.org.freewallet.app,Facebook,Social networking service,False,False,False,False
btc.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
btc.org.freewallet.app,Phonegap,Utility,False,False,False,False
btc.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
btc.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
xrp.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
xrp.org.freewallet.app,Facebook,Social networking service,False,False,False,False
xrp.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
xrp.org.freewallet.app,Phonegap,Utility,False,False,False,False
xrp.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
xrp.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
com.luneswallet,Facebook,Social networking service,False,False,False,False
usdt.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
usdt.org.freewallet.app,Facebook,Social networking service,False,False,False,False
usdt.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
usdt.org.freewallet.app,Phonegap,Utility,False,False,False,False
usdt.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
usdt.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
com.caramba.RippleWallet,Push,Utility,False,False,False,False
com.caramba.RippleWallet,Phonegap,Utility,False,False,False,False
com.caramba.RippleWallet,Google Ads,Targeted ads,True,False,False,True
neo.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
neo.org.freewallet.app,Facebook,Social networking service,False,False,False,False
neo.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
neo.org.freewallet.app,Phonegap,Utility,False,False,False,False
neo.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
neo.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
trx.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
trx.org.freewallet.app,Facebook,Social networking service,False,False,False,False
trx.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
trx.org.freewallet.app,Phonegap,Utility,False,False,False,False
trx.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
trx.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
bcn.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
bcn.org.freewallet.app,Facebook,Social networking service,False,False,False,False
bcn.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
bcn.org.freewallet.app,Phonegap,Utility,False,False,False,False
bcn.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
bcn.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
eos.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
eos.org.freewallet.app,Facebook,Social networking service,False,False,False,False
eos.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
eos.org.freewallet.app,Phonegap,Utility,False,False,False,False
eos.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
eos.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
ltcc.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
ltcc.org.freewallet.app,Facebook,Social networking service,False,False,False,False
ltcc.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
ltcc.org.freewallet.app,Phonegap,Utility,False,False,False,False
ltcc.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
ltcc.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
bcc.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
bcc.org.freewallet.app,Facebook,Social networking service,False,False,False,False
bcc.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
bcc.org.freewallet.app,Phonegap,Utility,False,False,False,False
bcc.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
bcc.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
tech.vontech.blockchain.jetoken,Github,Utility,False,False,False,False
tech.vontech.blockchain.jetoken,Squareup,Payment,False,False,False,False
tech.vontech.blockchain.jetoken,Bumptech,Utility,False,False,False,False
tech.vontech.blockchain.jetoken,Google Ads,Targeted ads,True,False,False,True
com.lkrcoin.wallet,Squareup,Payment,False,False,False,False
btg.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
btg.org.freewallet.app,Facebook,Social networking service,False,False,False,False
btg.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
btg.org.freewallet.app,Phonegap,Utility,False,False,False,False
btg.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
btg.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
app.codecellar.embitwallet,Squareup,Payment,False,False,False,False
app.codecellar.embitwallet,Github,Utility,False,False,False,False
doge.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
doge.org.freewallet.app,Facebook,Social networking service,False,False,False,False
doge.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
doge.org.freewallet.app,Phonegap,Utility,False,False,False,False
doge.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
doge.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
org.walleth,Jakewharton,Ui component,False,False,False,False
org.walleth,Squareup,Payment,False,False,False,False
io.melis.clientwallet,Phonegap,Utility,False,False,False,False
com.skycoin.wallet,Crashlytics,Utilities,False,False,False,False
io.deviantcoin.android,Squareup,Payment,False,False,False,False
com.kipcoinProject.kipcoinwallet,Google Ads,Targeted ads,True,False,False,True
augstrain.asn,Unity3d,Game engine,False,False,False,False
augstrain.asn,StartApp,Targeted ads,True,False,False,True
augstrain.asn,Unity Ads,Targeted ads,True,False,False,True
augstrain.asn,Facebook,Social networking service,False,False,False,False
augstrain.asn,Google Ads,Targeted ads,True,False,False,True
com.cryptonator.android,Fasterxml,Utility,False,False,False,False
com.cryptonator.android,Github,Utility,False,False,False,False
com.cryptonator.android,Bumptech,Utility,False,False,False,False
com.bitcoin.wallet.btc.testnet,Squareup,Payment,False,False,False,False
com.bitcoin.wallet.btc.testnet,Github,Utility,False,False,False,False
com.bitcoin.wallet.btc.testnet,Crashlytics,Utilities,False,False,False,False
com.bitcoin.wallet.btc.testnet,Facebook,Social networking service,False,False,False,False
com.bitcoin.wallet.btc.testnet,Bumptech,Utility,False,False,False,False
com.bitcoin.wallet.btc.testnet,Google Ads,Targeted ads,True,False,False,True
com.bitzhash.wallet.bitcoin,Eclipse,Utility,False,False,False,False
com.aspanta.emcsec,Jakewharton,Ui component,False,False,False,False
com.coinorbis.wallet,Facebook,Social networking service,False,False,False,False
pe.bluemountain419.jungledex,Facebook,Social networking service,False,False,False,False
pe.bluemountain419.jungledex,Bumptech,Utility,False,False,False,False
pe.bluemountain419.jungledex,Google Ads,Targeted ads,True,False,False,True
pe.bluemountain419.jungledex,Google Analytics,Mobile analytics,False,True,False,True
com.krypto,Facebook,Social networking service,False,False,False,False
com.cwallet,Facebook,Social networking service,False,False,False,False
com.cwallet,Appsflyer,Targeted ads,True,False,False,True
com.delieverme,Facebook,Social networking service,False,False,False,False
com.delieverme,Google Ads,Targeted ads,True,False,False,True
com.allcoinwallet.allcoinwallet,Squareup,Payment,False,False,False,False
com.allcoinwallet.allcoinwallet,Crashlytics,Utilities,False,False,False,False
com.allcoinwallet.allcoinwallet,Facebook,Social networking service,False,False,False,False
com.allcoinwallet.allcoinwallet,Adobe,Utility,False,False,False,False
com.allcoinwallet.allcoinwallet,Google Ads,Targeted ads,True,False,False,True
io.totalcoin.wallet,Github,Utility,False,False,False,False
io.totalcoin.wallet,Jakewharton,Ui component,False,False,False,False
io.totalcoin.wallet,Facebook,Social networking service,False,False,False,False
io.totalcoin.wallet,Squareup,Payment,False,False,False,False
io.totalcoin.wallet,Appsflyer,Targeted ads,True,False,False,True
io.totalcoin.wallet,Tencent,Targeted ads,True,False,False,True
io.totalcoin.wallet,Bumptech,Utility,False,False,False,False
com.credtech,Facebook,Social networking service,False,False,False,False
io.kompasswallet,Crashlytics,Utilities,False,False,False,False
io.kompasswallet,Bumptech,Utility,False,False,False,False
io.kompasswallet,Google Ads,Targeted ads,True,False,False,True
com.bitcoinindia.Btciapp,Phonegap,Utility,False,False,False,False
com.bitcoinindia.Btciapp,Google Ads,Targeted ads,True,False,False,True
zapsolutions.zap,Jakewharton,Ui component,False,False,False,False
zapsolutions.zap,Squareup,Payment,False,False,False,False
zapsolutions.zap,Github,Utility,False,False,False,False
com.cryptowallet.deviantx,Squareup,Payment,False,False,False,False
com.cryptowallet.deviantx,Github,Utility,False,False,False,False
com.cryptowallet.deviantx,Google Ads,Targeted ads,True,False,False,True
com.monederoapp,Facebook,Social networking service,False,False,False,False
com.monederoapp,Adobe,Utility,False,False,False,False
lt.spectrofinance.spectrocoin.android.wallet,Jakewharton,Ui component,False,False,False,False
lt.spectrofinance.spectrocoin.android.wallet,Fasterxml,Utility,False,False,False,False
lt.spectrofinance.spectrocoin.android.wallet,Github,Utility,False,False,False,False
lt.spectrofinance.spectrocoin.android.wallet,Facebook,Social networking service,False,False,False,False
lt.spectrofinance.spectrocoin.android.wallet,Bumptech,Utility,False,False,False,False
lt.spectrofinance.spectrocoin.android.wallet,Google Ads,Targeted ads,True,False,False,True
everex.transfer,Crashlytics,Utilities,False,False,False,False
everex.transfer,Facebook,Social networking service,False,False,False,False
everex.transfer,Phonegap,Utility,False,False,False,False
everex.transfer,Google Ads,Targeted ads,True,False,False,True
everex.transfer,Google Analytics,Mobile analytics,False,True,False,True
mw.org.freewallet.app,Fasterxml,Utility,False,False,False,False
mw.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
mw.org.freewallet.app,Facebook,Social networking service,False,False,False,False
mw.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
mw.org.freewallet.app,Phonegap,Utility,False,False,False,False
mw.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
mw.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
com.alpha.wallet,Jakewharton,Ui component,False,False,False,False
com.alpha.wallet,Squareup,Payment,False,False,False,False
com.alpha.wallet,Fasterxml,Utility,False,False,False,False
com.alpha.wallet,Github,Utility,False,False,False,False
com.alpha.wallet,Crashlytics,Utilities,False,False,False,False
com.alpha.wallet,Bumptech,Utility,False,False,False,False
com.leadwallet.io,Kenai,Development aid,False,False,False,False
com.leadwallet.io,Fasterxml,Utility,False,False,False,False
com.leadwallet.io,Bumptech,Utility,False,False,False,False
com.leadwallet.io,Google Ads,Targeted ads,True,False,False,True
com.lingxi.bexplus,Jakewharton,Ui component,False,False,False,False
com.lingxi.bexplus,Squareup,Payment,False,False,False,False
com.lingxi.bexplus,Tencent,Targeted ads,True,False,False,True
com.lingxi.bexplus,Github,Utility,False,False,False,False
com.lingxi.bexplus,Facebook,Social networking service,False,False,False,False
com.lingxi.bexplus,Appsflyer,Targeted ads,True,False,False,True
com.lingxi.bexplus,Bumptech,Utility,False,False,False,False
com.lingxi.bexplus,Google Ads,Targeted ads,True,False,False,True
com.portto.blocto,Fasterxml,Utility,False,False,False,False
com.portto.blocto,Github,Utility,False,False,False,False
com.portto.blocto,Google Ads,Targeted ads,True,False,False,True
com.portto.blocto,Kenai,Development aid,False,False,False,False
com.portto.blocto,Squareup,Payment,False,False,False,False
com.elrond.maiar.wallet,Mixpanel,Mobile analytics,False,True,False,True
com.elrond.maiar.wallet,Fasterxml,Utility,False,False,False,False
com.elrond.maiar.wallet,Github,Utility,False,False,False,False
com.elrond.maiar.wallet,Facebook,Social networking service,False,False,False,False
com.elrond.maiar.wallet,Kenai,Development aid,False,False,False,False
com.elrond.maiar.wallet,Appsflyer,Targeted ads,True,False,False,True
com.elrond.maiar.wallet,Bumptech,Utility,False,False,False,False
com.elrond.maiar.wallet,Google Ads,Targeted ads,True,False,False,True
com.lumicollect.android,Kenai,Development aid,False,False,False,False
com.lumicollect.android,Squareup,Payment,False,False,False,False
com.lumicollect.android,Fasterxml,Utility,False,False,False,False
com.lumicollect.android,Crashlytics,Utilities,False,False,False,False
com.lumicollect.android,Appsflyer,Targeted ads,True,False,False,True
com.lumicollect.android,Bumptech,Utility,False,False,False,False
com.lumicollect.android,Google Ads,Targeted ads,True,False,False,True
io.eidoo.wallet.prodnet,Squareup,Payment,False,False,False,False
io.eidoo.wallet.prodnet,Phonegap,Utility,False,False,False,False
io.eidoo.wallet.prodnet,Crashlytics,Utilities,False,False,False,False
io.eidoo.wallet.prodnet,Google Ads,Targeted ads,True,False,False,True
io.eidoo.wallet.prodnet,Google Analytics,Mobile analytics,False,True,False,True
com.blocktrail.mywallet,Crashlytics,Utilities,False,False,False,False
com.blocktrail.mywallet,Facebook,Social networking service,False,False,False,False
com.blocktrail.mywallet,Appsflyer,Targeted ads,True,False,False,True
com.blocktrail.mywallet,Phonegap,Utility,False,False,False,False
com.blocktrail.mywallet,Google Ads,Targeted ads,True,False,False,True
com.blocktrail.mywallet,Google Analytics,Mobile analytics,False,True,False,True
com.prizmbit,Squareup,Payment,False,False,False,False
com.prizmbit,Fasterxml,Utility,False,False,False,False
com.prizmbit,Github,Utility,False,False,False,False
com.prizmbit,Crashlytics,Utilities,False,False,False,False
com.prizmbit,Bumptech,Utility,False,False,False,False
com.prizmbit,Google Ads,Targeted ads,True,False,False,True
com.prizmbit,Google Analytics,Mobile analytics,False,True,False,True
com.sparkpoint,Github,Utility,False,False,False,False
com.sparkpoint,Facebook,Social networking service,False,False,False,False
com.xufagroup.cryptowallet,Squareup,Payment,False,False,False,False
com.xufagroup.cryptowallet,Github,Utility,False,False,False,False
com.xufagroup.cryptowallet,Facebook,Social networking service,False,False,False,False
com.xufagroup.cryptowallet,Adobe,Utility,False,False,False,False
com.xufagroup.cryptowallet,Google Ads,Targeted ads,True,False,False,True
io.eosnova.wallet.android,Fasterxml,Utility,False,False,False,False
io.eosnova.wallet.android,Github,Utility,False,False,False,False
io.eosnova.wallet.android,Jakewharton,Ui component,False,False,False,False
io.eosnova.wallet.android,Facebook,Social networking service,False,False,False,False
io.eosnova.wallet.android,Amazonaws,Utility,False,False,False,False
io.eosnova.wallet.android,Kenai,Development aid,False,False,False,False
io.eosnova.wallet.android,Squareup,Payment,False,False,False,False
io.eosnova.wallet.android,Mixpanel,Mobile analytics,False,True,False,True
io.eosnova.wallet.android,Google Ads,Targeted ads,True,False,False,True
com.bolowallet,Crashlytics,Utilities,False,False,False,False
com.bolowallet,Facebook,Social networking service,False,False,False,False
com.bolowallet,Twitter,Social networking service,False,False,False,False
com.bolowallet,Bumptech,Utility,False,False,False,False
com.bolowallet,Google Ads,Targeted ads,True,False,False,True
mn.godeal.gopay,Google Ads,Targeted ads,True,False,False,True
com.btcc.mobiwallet,Squareup,Payment,False,False,False,False
com.btcc.mobiwallet,Tencent,Targeted ads,True,False,False,True
com.btcc.mobiwallet,Bumptech,Utility,False,False,False,False
com.zengo.wallet,adjust,Mobile analytics,False,True,False,True
com.zengo.wallet,Facebook,Social networking service,False,False,False,False
com.zengo.wallet,Amazonaws,Utility,False,False,False,False
com.zengo.wallet,Adobe,Utility,False,False,False,False
com.zengo.wallet,Google Ads,Targeted ads,True,False,False,True
com.zengo.wallet,Google Analytics,Mobile analytics,False,True,False,True
com.zengo.wallet,Squareup,Payment,False,False,False,False
com.zengo.wallet,Bumptech,Utility,False,False,False,False
com.lumiwallet.android,Fasterxml,Utility,False,False,False,False
com.lumiwallet.android,Github,Utility,False,False,False,False
com.lumiwallet.android,Facebook,Social networking service,False,False,False,False
com.lumiwallet.android,Bumptech,Utility,False,False,False,False
com.maxxwallet,Squareup,Payment,False,False,False,False
com.maxxwallet,Crashlytics,Utilities,False,False,False,False
com.maxxwallet,Google Ads,Targeted ads,True,False,False,True
io.atomicwallet,Phonegap,Utility,False,False,False,False
com.masterbitexpress.wallet,Squareup,Payment,False,False,False,False
com.zixipay.wallet,Facebook,Social networking service,False,False,False,False
piuk.blockchain.android,Fasterxml,Utility,False,False,False,False
piuk.blockchain.android,Github,Utility,False,False,False,False
piuk.blockchain.android,Jakewharton,Ui component,False,False,False,False
piuk.blockchain.android,Facebook,Social networking service,False,False,False,False
piuk.blockchain.android,Kenai,Development aid,False,False,False,False
piuk.blockchain.android,Squareup,Payment,False,False,False,False
piuk.blockchain.android,Google Ads,Targeted ads,True,False,False,True
com.quppy,Squareup,Payment,False,False,False,False
com.quppy,Google Ads,Targeted ads,True,False,False,True
com.quppy,Google Analytics,Mobile analytics,False,True,False,True
com.sixwallet,Fasterxml,Utility,False,False,False,False
com.sixwallet,Crashlytics,Utilities,False,False,False,False
com.sixwallet,Facebook,Social networking service,False,False,False,False
com.sixwallet,Amazonaws,Utility,False,False,False,False
com.sixwallet,Adobe,Utility,False,False,False,False
com.sixwallet,Google Ads,Targeted ads,True,False,False,True
de.fuf.bitbucks,Facebook,Social networking service,False,False,False,False
de.fuf.bitbucks,Bumptech,Utility,False,False,False,False
com.airwalletofficial.air_wallet,Github,Utility,False,False,False,False
com.airwalletofficial.air_wallet,Google Ads,Targeted ads,True,False,False,True
com.airbitz,Squareup,Payment,False,False,False,False
com.airbitz,Mixpanel,Mobile analytics,False,True,False,True
com.airbitz,Google Ads,Targeted ads,True,False,False,True
com.airbitz,Google Analytics,Mobile analytics,False,True,False,True
com.airbitz,HOCKETAPP,Utility,False,False,False,False
com.wirex,Squareup,Payment,False,False,False,False
com.wirex,Push,Utility,False,False,False,False
com.wirex,Fasterxml,Utility,False,False,False,False
com.wirex,Github,Utility,False,False,False,False
com.wirex,Facebook,Social networking service,False,False,False,False
com.wirex,Appsflyer,Targeted ads,True,False,False,True
com.wirex,Bumptech,Utility,False,False,False,False
com.wirex,Appboy,Targeted ads,True,False,False,True
com.wirex,Google Ads,Targeted ads,True,False,False,True
com.polehin.android,Github,Utility,False,False,False,False
com.polehin.android,Facebook,Social networking service,False,False,False,False
com.polehin.android,Bumptech,Utility,False,False,False,False
co.busha.android,Crashlytics,Utilities,False,False,False,False
co.busha.android,Google Ads,Targeted ads,True,False,False,True
com.liberty.jaxx,adjust,Mobile analytics,False,True,False,True
com.liberty.jaxx,Google Ads,Targeted ads,True,False,False,True
com.liberty.jaxx,Google Analytics,Mobile analytics,False,True,False,True
com.valr.app,Facebook,Social networking service,False,False,False,False
com.agile.walletapp,Fasterxml,Utility,False,False,False,False
com.agile.walletapp,Github,Utility,False,False,False,False
com.agile.walletapp,Crashlytics,Utilities,False,False,False,False
com.agile.walletapp,Kenai,Development aid,False,False,False,False
com.agile.walletapp,Google Ads,Targeted ads,True,False,False,True
com.cyberblock.cyberblockmobile,Squareup,Payment,False,False,False,False
com.cyberblock.cyberblockmobile,Google Ads,Targeted ads,True,False,False,True
com.buyucoinApp.buyucoin,Facebook,Social networking service,False,False,False,False
com.buyucoinApp.buyucoin,Bumptech,Utility,False,False,False,False
com.buyucoinApp.buyucoin,Google Ads,Targeted ads,True,False,False,True
com.hotbtc.exchange,Crashlytics,Utilities,False,False,False,False
com.hotbtc.exchange,Facebook,Social networking service,False,False,False,False
com.hotbtc.exchange,Bumptech,Utility,False,False,False,False
com.hotbtc.exchange,Google Ads,Targeted ads,True,False,False,True
com.hotbtc.exchange,Google Analytics,Mobile analytics,False,True,False,True
com.ellipal.wallet,Fasterxml,Utility,False,False,False,False
com.ellipal.wallet,Github,Utility,False,False,False,False
com.ellipal.wallet,Facebook,Social networking service,False,False,False,False
com.ellipal.wallet,Nostra13,Utility,False,False,False,False
com.ellipal.wallet,Squareup,Payment,False,False,False,False
com.ellipal.wallet,Appsflyer,Targeted ads,True,False,False,True
com.ellipal.wallet,Umeng,Mobile analytics,False,True,False,True
com.bitpay.coincloud,Google Ads,Targeted ads,True,False,False,True
com.bitpay.coincloud,Google Analytics,Mobile analytics,False,True,False,True
com.sixpencer.simplework,Jakewharton,Ui component,False,False,False,False
com.sixpencer.simplework,Kenai,Development aid,False,False,False,False
com.sixpencer.simplework,Fasterxml,Utility,False,False,False,False
com.sixpencer.simplework,Github,Utility,False,False,False,False
com.sixpencer.simplework,Bumptech,Utility,False,False,False,False
com.sixpencer.simplework,Squareup,Payment,False,False,False,False
com.sixpencer.simplework,Umeng,Mobile analytics,False,True,False,True
com.sixpencer.simplework,Tencent,Targeted ads,True,False,False,True
com.dapppocket,Facebook,Social networking service,False,False,False,False
com.dapppocket,Adobe,Utility,False,False,False,False
com.dapppocket,Google Ads,Targeted ads,True,False,False,True
global.bithumb.android,Umeng,Mobile analytics,False,True,False,True
global.bithumb.android,Tencent,Targeted ads,True,False,False,True
global.bithumb.android,Github,Utility,False,False,False,False
global.bithumb.android,Squareup,Payment,False,False,False,False
global.bithumb.android,Bumptech,Utility,False,False,False,False
com.BitcoinWalletExchange.org,Unity3d,Game engine,False,False,False,False
com.loafwallet,Squareup,Payment,False,False,False,False
com.loafwallet,Fasterxml,Utility,False,False,False,False
com.loafwallet,Github,Utility,False,False,False,False
com.loafwallet,Google Ads,Targeted ads,True,False,False,True
com.ownrwallet.wallet,Github,Utility,False,False,False,False
com.ownrwallet.wallet,Google Ads,Targeted ads,True,False,False,True
com.ownrwallet.wallet,Facebook,Social networking service,False,False,False,False
com.ownrwallet.wallet,Appsflyer,Targeted ads,True,False,False,True
com.ownrwallet.wallet,Flurry,Analytics,False,False,True,True
com.ownrwallet.wallet,Adobe,Utility,False,False,False,False
com.ownrwallet.wallet,Bumptech,Utility,False,False,False,False
com.ownrwallet.wallet,Squareup,Payment,False,False,False,False
one.mixin.messenger,Github,Utility,False,False,False,False
one.mixin.messenger,Jakewharton,Ui component,False,False,False,False
one.mixin.messenger,Googlecode,Development aid,False,False,False,False
one.mixin.messenger,Facebook,Social networking service,False,False,False,False
one.mixin.messenger,COREMEDIA,Utility,False,False,False,False
one.mixin.messenger,Bumptech,Utility,False,False,False,False
one.mixin.messenger,Google Ads,Targeted ads,True,False,False,True
com.latoken.wallet,Jakewharton,Ui component,False,False,False,False
com.latoken.wallet,Fasterxml,Utility,False,False,False,False
com.latoken.wallet,Appsflyer,Targeted ads,True,False,False,True
com.latoken.wallet,Applovin,Targeted ads,True,False,False,True
com.latoken.wallet,Bumptech,Utility,False,False,False,False
com.latoken.wallet,Google Ads,Targeted ads,True,False,False,True
com.latoken.wallet,AppLovin,Targeted ads,True,False,False,True
com.latoken.wallet,Squareup,Payment,False,False,False,False
com.savl,Github,Utility,False,False,False,False
com.savl,Kenai,Development aid,False,False,False,False
com.savl,Google Ads,Targeted ads,True,False,False,True
com.savl,Fasterxml,Utility,False,False,False,False
com.savl,Facebook,Social networking service,False,False,False,False
com.savl,Appsflyer,Targeted ads,True,False,False,True
com.savl,Adobe,Utility,False,False,False,False
com.savl,Bumptech,Utility,False,False,False,False
app.bankowallet.android,Fasterxml,Utility,False,False,False,False
app.bankowallet.android,Github,Utility,False,False,False,False
app.bankowallet.android,Crashlytics,Utilities,False,False,False,False
app.bankowallet.android,Facebook,Social networking service,False,False,False,False
app.bankowallet.android,Kenai,Development aid,False,False,False,False
app.bankowallet.android,Tencent,Targeted ads,True,False,False,True
app.bankowallet.android,Google Ads,Targeted ads,True,False,False,True
com.ccwalletapp,Github,Utility,False,False,False,False
com.ccwalletapp,Crashlytics,Utilities,False,False,False,False
com.ccwalletapp,Facebook,Social networking service,False,False,False,False
com.ccwalletapp,Mixpanel,Mobile analytics,False,True,False,True
com.ccwalletapp,Adobe,Utility,False,False,False,False
com.ccwalletapp,Google Ads,Targeted ads,True,False,False,True
com.pint.app,Github,Utility,False,False,False,False
com.pint.app,Crashlytics,Utilities,False,False,False,False
com.pint.app,Facebook,Social networking service,False,False,False,False
com.pint.app,Adobe,Utility,False,False,False,False
com.pint.app,Bumptech,Utility,False,False,False,False
com.pint.app,Google Ads,Targeted ads,True,False,False,True
com.defi.wallet,Fasterxml,Utility,False,False,False,False
com.defi.wallet,Github,Utility,False,False,False,False
com.defi.wallet,Mixpanel,Mobile analytics,False,True,False,True
com.defi.wallet,Facebook,Social networking service,False,False,False,False
com.defi.wallet,Appsflyer,Targeted ads,True,False,False,True
com.bitzapp,Google Ads,Targeted ads,True,False,False,True
com.inigma.wallet,Facebook,Social networking service,False,False,False,False
com.inigma.wallet,Adobe,Utility,False,False,False,False
com.mycelium.wallet,Kenai,Development aid,False,False,False,False
com.mycelium.wallet,Fasterxml,Utility,False,False,False,False
com.mycelium.wallet,Squareup,Payment,False,False,False,False
com.mycelium.wallet,Commonsware,Utility,False,False,False,False
com.mycelium.wallet,Bumptech,Utility,False,False,False,False
com.mycelium.wallet,Google Ads,Targeted ads,True,False,False,True
com.stasis.stasiswallet,Squareup,Payment,False,False,False,False
com.stasis.stasiswallet,Mixpanel,Mobile analytics,False,True,False,True
com.stasis.stasiswallet,Fasterxml,Utility,False,False,False,False
com.stasis.stasiswallet,Google Ads,Targeted ads,True,False,False,True
com.blockchain.bitcoin.wallet,Mopub,Targeted ads,True,False,False,True
com.blockchain.bitcoin.wallet,MoPub,Targeted ads,True,False,False,True
com.blockchain.bitcoin.wallet,Github,Utility,False,False,False,False
com.blockchain.bitcoin.wallet,Facebook,Social networking service,False,False,False,False
com.blockchain.bitcoin.wallet,Bumptech,Utility,False,False,False,False
com.blockchain.bitcoin.wallet,Google Ads,Targeted ads,True,False,False,True
com.bitcoin.wallet.btc,Mopub,Targeted ads,True,False,False,True
com.bitcoin.wallet.btc,MoPub,Targeted ads,True,False,False,True
com.bitcoin.wallet.btc,Github,Utility,False,False,False,False
com.bitcoin.wallet.btc,Facebook,Social networking service,False,False,False,False
com.bitcoin.wallet.btc,Bumptech,Utility,False,False,False,False
com.bitcoin.wallet.btc,Google Ads,Targeted ads,True,False,False,True
com.ptpwallet,Facebook,Social networking service,False,False,False,False
com.ptpwallet,Adobe,Utility,False,False,False,False
com.blockchain.wallet.btc,Mopub,Targeted ads,True,False,False,True
com.blockchain.wallet.btc,ironSource,Targeted ads,True,False,False,True
com.blockchain.wallet.btc,MoPub,Targeted ads,True,False,False,True
com.blockchain.wallet.btc,Github,Utility,False,False,False,False
com.blockchain.wallet.btc,Facebook,Social networking service,False,False,False,False
com.blockchain.wallet.btc,Bumptech,Utility,False,False,False,False
com.blockchain.wallet.btc,Google Ads,Targeted ads,True,False,False,True
org.toshi,Fasterxml,Utility,False,False,False,False
org.toshi,Facebook,Social networking service,False,False,False,False
org.toshi,Squareup,Payment,False,False,False,False
org.toshi,Appsflyer,Targeted ads,True,False,False,True
org.toshi,Bumptech,Utility,False,False,False,False
com.silenca.amlsafe,Github,Utility,False,False,False,False
com.silenca.amlsafe,Crashlytics,Utilities,False,False,False,False
com.silenca.amlsafe,Facebook,Social networking service,False,False,False,False
com.silenca.amlsafe,Adobe,Utility,False,False,False,False
com.silenca.amlsafe,Bumptech,Utility,False,False,False,False
com.silenca.amlsafe,Google Ads,Targeted ads,True,False,False,True
com.zipwallet.app,Github,Utility,False,False,False,False
com.zipwallet.app,Google Ads,Targeted ads,True,False,False,True
com.zipwallet.app,Google Analytics,Mobile analytics,False,True,False,True
com.zipwallet.app,Crashlytics,Utilities,False,False,False,False
com.zipwallet.app,Facebook,Social networking service,False,False,False,False
com.zipwallet.app,Bumptech,Utility,False,False,False,False
com.zipwallet.app,Squareup,Payment,False,False,False,False
com.paxful.wallet,Squareup,Payment,False,False,False,False
com.paxful.wallet,Tencent,Targeted ads,True,False,False,True
com.paxful.wallet,Fasterxml,Utility,False,False,False,False
com.paxful.wallet,Facebook,Social networking service,False,False,False,False
com.paxful.wallet,Bumptech,Utility,False,False,False,False
com.paxful.wallet,Appboy,Targeted ads,True,False,False,True
com.breadwallet,Fasterxml,Utility,False,False,False,False
com.breadwallet,Google Ads,Targeted ads,True,False,False,True
com.breadwallet,Squareup,Payment,False,False,False,False
com.ninjacoin,Fasterxml,Utility,False,False,False,False
