app_id,lib_name,lib_type,TargetedAds,MobileAnalytics,Analytics,AnyTrackingLibrary
com.paytomat,Google Ads,Targeted ads,True,False,False,True
crypto.stars.wallet,Squareup,Payment,False,False,False,False
crypto.stars.wallet,Jcraft,Utility,False,False,False,False
crypto.stars.wallet,Github,Utility,False,False,False,False
crypto.stars.wallet,Jakewharton,Ui component,False,False,False,False
eth.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
eth.org.freewallet.app,Facebook,Social networking service,False,False,False,False
eth.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
eth.org.freewallet.app,Phonegap,Utility,False,False,False,False
eth.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
eth.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
nxt.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
nxt.org.freewallet.app,Facebook,Social networking service,False,False,False,False
nxt.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
nxt.org.freewallet.app,Phonegap,Utility,False,False,False,False
nxt.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
nxt.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
xmr.org.freewallet.app,Crashlytics,Utilities,False,False,False,False
xmr.org.freewallet.app,Facebook,Social networking service,False,False,False,False
xmr.org.freewallet.app,Appsflyer,Targeted ads,True,False,False,True
xmr.org.freewallet.app,Phonegap,Utility,False,False,False,False
xmr.org.freewallet.app,Google Ads,Targeted ads,True,False,False,True
xmr.org.freewallet.app,Google Analytics,Mobile analytics,False,True,False,True
