file_name,signature,key_length
com.theblockchain.coinus.wallet.apk, SHA256 + RSA, 4096-bit RSA key
com.bitpie.apk, SHA256 + RSA, 2048-bit RSA key
io.bluewallet.bluewallet.apk, SHA256 + RSA, 4096-bit RSA key
com.dok.wallet.apk, SHA256 + RSA, 4096-bit RSA key
com.pumapay.pumawallet.apk, SHA256 + RSA, 2048-bit RSA key
com.drcrypto.wallet.apk, SHA256 + RSA, 4096-bit RSA key
com.iMe.android.apk, SHA256 + RSA, 4096-bit RSA key
com.mexcpro.client.apk, SHA256 + RSA, 4096-bit RSA key
coin98.crypto.finance.media.apk, SHA256 + RSA, 4096-bit RSA key
com.aax.exchange.apk, SHA256 + RSA, 4096-bit RSA key
io.infinito.wallet.apk, SHA256 + RSA, 4096-bit RSA key
com.bitshield.bitshieldwallet.apk, SHA256 + RSA, 4096-bit RSA key
com.spot.spot.apk, SHA256 + RSA, 4096-bit RSA key
asia.coins.mobile.apk, SHA256 + RSA, 2048-bit RSA key
com.hconline.iso.apk, SHA256 + RSA, 2048-bit RSA key
it.airgap.wallet.apk, SHA256 + RSA, 2048-bit RSA key
com.midasprotocol.wallet.android.apk, SHA256 + RSA, 4096-bit RSA key
com.greenaddress.greenbits_android_wallet.apk, SHA256 + RSA, 2048-bit RSA key
com.mtpelerin.bridge.apk, SHA256 + RSA, 4096-bit RSA key
im.status.ethereum.apk, SHA256 + RSA, 2048-bit RSA key
com.binance.dev.apk, SHA256 + RSA, 2048-bit RSA key
fio.ecoin.wallet.apk, SHA256 + RSA, 4096-bit RSA key
network.celsius.wallet.apk, SHA256 + RSA, 4096-bit RSA key
