,Unnamed: 0,app_id,permission,level
1335,1335,com.gemini.android.app,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
1336,1336,com.gemini.android.app,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
1338,1338,com.gemini.android.app,com.majeur.launcher.permission.UPDATE_BADGE,customized
1339,1339,com.gemini.android.app,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
1342,1342,com.gemini.android.app,android.permission.READ_APP_BADGE,customized
1345,1345,com.gemini.android.app,me.everything.badger.permission.BADGE_COUNT_READ,customized
1346,1346,com.gemini.android.app,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
1382,1382,com.holacoins.wallet,com.sec.android.provider.badge.permission.READ,customized
1383,1383,com.holacoins.wallet,com.sec.android.provider.badge.permission.WRITE,customized
1386,1386,com.holacoins.wallet,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
1387,1387,com.holacoins.wallet,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
1389,1389,com.holacoins.wallet,com.majeur.launcher.permission.UPDATE_BADGE,customized
1390,1390,com.holacoins.wallet,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
1393,1393,com.holacoins.wallet,android.permission.READ_APP_BADGE,customized
1396,1396,com.holacoins.wallet,me.everything.badger.permission.BADGE_COUNT_READ,customized
1397,1397,com.holacoins.wallet,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
1510,1510,com.koinstrap.koinstrap,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
1511,1511,com.koinstrap.koinstrap,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
1514,1514,com.koinstrap.koinstrap,android.permission.READ_APP_BADGE,customized
1517,1517,com.koinstrap.koinstrap,me.everything.badger.permission.BADGE_COUNT_READ,customized
1518,1518,com.koinstrap.koinstrap,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
1571,1571,com.matrixport.mark,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
1626,1626,com.net_cents.netcents2,com.sec.android.provider.badge.permission.READ,customized
1627,1627,com.net_cents.netcents2,com.sec.android.provider.badge.permission.WRITE,customized
1630,1630,com.net_cents.netcents2,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
1631,1631,com.net_cents.netcents2,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
1633,1633,com.net_cents.netcents2,com.majeur.launcher.permission.UPDATE_BADGE,customized
1634,1634,com.net_cents.netcents2,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
1637,1637,com.net_cents.netcents2,android.permission.READ_APP_BADGE,customized
1640,1640,com.net_cents.netcents2,me.everything.badger.permission.BADGE_COUNT_READ,customized
1641,1641,com.net_cents.netcents2,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
1693,1693,com.nexowallet,com.sec.android.provider.badge.permission.READ,customized
1694,1694,com.nexowallet,com.sec.android.provider.badge.permission.WRITE,customized
1697,1697,com.nexowallet,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
1698,1698,com.nexowallet,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
1700,1700,com.nexowallet,com.majeur.launcher.permission.UPDATE_BADGE,customized
1701,1701,com.nexowallet,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
1704,1704,com.nexowallet,android.permission.READ_APP_BADGE,customized
1707,1707,com.nexowallet,me.everything.badger.permission.BADGE_COUNT_READ,customized
1708,1708,com.nexowallet,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
1725,1725,com.nobillio.coinbaazar,com.sec.android.provider.badge.permission.READ,customized
1726,1726,com.nobillio.coinbaazar,com.sec.android.provider.badge.permission.WRITE,customized
1729,1729,com.nobillio.coinbaazar,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
1730,1730,com.nobillio.coinbaazar,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
1732,1732,com.nobillio.coinbaazar,com.majeur.launcher.permission.UPDATE_BADGE,customized
1733,1733,com.nobillio.coinbaazar,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
1736,1736,com.nobillio.coinbaazar,android.permission.READ_APP_BADGE,customized
1739,1739,com.nobillio.coinbaazar,me.everything.badger.permission.BADGE_COUNT_READ,customized
1740,1740,com.nobillio.coinbaazar,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
1778,1778,com.nova.dax,com.sec.android.provider.badge.permission.READ,customized
1779,1779,com.nova.dax,com.sec.android.provider.badge.permission.WRITE,customized
1782,1782,com.nova.dax,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
1783,1783,com.nova.dax,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
1785,1785,com.nova.dax,com.majeur.launcher.permission.UPDATE_BADGE,customized
1786,1786,com.nova.dax,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
1789,1789,com.nova.dax,android.permission.READ_APP_BADGE,customized
1792,1792,com.nova.dax,me.everything.badger.permission.BADGE_COUNT_READ,customized
1793,1793,com.nova.dax,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
1823,1823,com.okinc.okex.gp,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
1873,1873,com.panaeshacapital.pcex,com.sec.android.provider.badge.permission.READ,customized
1874,1874,com.panaeshacapital.pcex,com.sec.android.provider.badge.permission.WRITE,customized
1877,1877,com.panaeshacapital.pcex,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
1878,1878,com.panaeshacapital.pcex,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
1880,1880,com.panaeshacapital.pcex,com.majeur.launcher.permission.UPDATE_BADGE,customized
1881,1881,com.panaeshacapital.pcex,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
1884,1884,com.panaeshacapital.pcex,android.permission.READ_APP_BADGE,customized
1887,1887,com.panaeshacapital.pcex,me.everything.badger.permission.BADGE_COUNT_READ,customized
1888,1888,com.panaeshacapital.pcex,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
1955,1955,com.phemex.app,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
2091,2091,com.quidax.app,com.sec.android.provider.badge.permission.READ,customized
2092,2092,com.quidax.app,com.sec.android.provider.badge.permission.WRITE,customized
2095,2095,com.quidax.app,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
2096,2096,com.quidax.app,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
2098,2098,com.quidax.app,com.majeur.launcher.permission.UPDATE_BADGE,customized
2099,2099,com.quidax.app,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
2102,2102,com.quidax.app,android.permission.READ_APP_BADGE,customized
2105,2105,com.quidax.app,me.everything.badger.permission.BADGE_COUNT_READ,customized
2106,2106,com.quidax.app,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
2166,2166,com.saltlending.mobile,android.permission.READ_APP_BADGE,customized
2188,2188,com.sculptech.dtrax,com.sec.android.provider.badge.permission.READ,customized
2189,2189,com.sculptech.dtrax,com.sec.android.provider.badge.permission.WRITE,customized
2192,2192,com.sculptech.dtrax,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
2193,2193,com.sculptech.dtrax,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
2195,2195,com.sculptech.dtrax,com.majeur.launcher.permission.UPDATE_BADGE,customized
2196,2196,com.sculptech.dtrax,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
2199,2199,com.sculptech.dtrax,android.permission.READ_APP_BADGE,customized
2202,2202,com.sculptech.dtrax,me.everything.badger.permission.BADGE_COUNT_READ,customized
2203,2203,com.sculptech.dtrax,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
2239,2239,com.shapeshift.droid_shapeshift,com.sec.android.provider.badge.permission.READ,customized
2240,2240,com.shapeshift.droid_shapeshift,com.sec.android.provider.badge.permission.WRITE,customized
2243,2243,com.shapeshift.droid_shapeshift,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
2244,2244,com.shapeshift.droid_shapeshift,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
2246,2246,com.shapeshift.droid_shapeshift,com.majeur.launcher.permission.UPDATE_BADGE,customized
2247,2247,com.shapeshift.droid_shapeshift,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
2250,2250,com.shapeshift.droid_shapeshift,android.permission.READ_APP_BADGE,customized
2253,2253,com.shapeshift.droid_shapeshift,me.everything.badger.permission.BADGE_COUNT_READ,customized
2254,2254,com.shapeshift.droid_shapeshift,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
2309,2309,com.studentcoin,com.sec.android.provider.badge.permission.READ,customized
2310,2310,com.studentcoin,com.sec.android.provider.badge.permission.WRITE,customized
2313,2313,com.studentcoin,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
2314,2314,com.studentcoin,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
2316,2316,com.studentcoin,com.majeur.launcher.permission.UPDATE_BADGE,customized
2317,2317,com.studentcoin,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
2320,2320,com.studentcoin,android.permission.READ_APP_BADGE,customized
2323,2323,com.studentcoin,me.everything.badger.permission.BADGE_COUNT_READ,customized
2324,2324,com.studentcoin,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
2570,2570,io.exaking.starter,com.sec.android.provider.badge.permission.READ,customized
2571,2571,io.exaking.starter,com.sec.android.provider.badge.permission.WRITE,customized
2574,2574,io.exaking.starter,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
2575,2575,io.exaking.starter,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
2577,2577,io.exaking.starter,com.majeur.launcher.permission.UPDATE_BADGE,customized
2578,2578,io.exaking.starter,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
2581,2581,io.exaking.starter,android.permission.READ_APP_BADGE,customized
2584,2584,io.exaking.starter,me.everything.badger.permission.BADGE_COUNT_READ,customized
2585,2585,io.exaking.starter,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
2619,2619,io.metamask,com.sec.android.provider.badge.permission.READ,customized
2620,2620,io.metamask,com.sec.android.provider.badge.permission.WRITE,customized
2623,2623,io.metamask,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
2624,2624,io.metamask,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
2626,2626,io.metamask,com.majeur.launcher.permission.UPDATE_BADGE,customized
2627,2627,io.metamask,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
2647,2647,io.nash.app,com.sec.android.provider.badge.permission.READ,customized
2648,2648,io.nash.app,com.sec.android.provider.badge.permission.WRITE,customized
2651,2651,io.nash.app,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
2652,2652,io.nash.app,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
2654,2654,io.nash.app,com.majeur.launcher.permission.UPDATE_BADGE,customized
2655,2655,io.nash.app,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
2658,2658,io.nash.app,android.permission.READ_APP_BADGE,customized
2661,2661,io.nash.app,me.everything.badger.permission.BADGE_COUNT_READ,customized
2662,2662,io.nash.app,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
2688,2688,io.rscoins.network,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
2689,2689,io.rscoins.network,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
2692,2692,io.rscoins.network,android.permission.READ_APP_BADGE,customized
2695,2695,io.rscoins.network,me.everything.badger.permission.BADGE_COUNT_READ,customized
2696,2696,io.rscoins.network,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
2713,2713,io.uun.clet,com.sec.android.provider.badge.permission.READ,customized
2714,2714,io.uun.clet,com.sec.android.provider.badge.permission.WRITE,customized
2717,2717,io.uun.clet,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
2718,2718,io.uun.clet,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
2720,2720,io.uun.clet,com.majeur.launcher.permission.UPDATE_BADGE,customized
2721,2721,io.uun.clet,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
2724,2724,io.uun.clet,android.permission.READ_APP_BADGE,customized
2727,2727,io.uun.clet,me.everything.badger.permission.BADGE_COUNT_READ,customized
2728,2728,io.uun.clet,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
2919,2919,org.deuscoin.wallet,com.sec.android.provider.badge.permission.READ,customized
2920,2920,org.deuscoin.wallet,com.sec.android.provider.badge.permission.WRITE,customized
2923,2923,org.deuscoin.wallet,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
2925,2925,org.deuscoin.wallet,com.majeur.launcher.permission.UPDATE_BADGE,customized
3049,3049,tech.central.ctocoin,com.sec.android.provider.badge.permission.READ,customized
3050,3050,tech.central.ctocoin,com.sec.android.provider.badge.permission.WRITE,customized
3053,3053,tech.central.ctocoin,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
3054,3054,tech.central.ctocoin,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
3056,3056,tech.central.ctocoin,com.majeur.launcher.permission.UPDATE_BADGE,customized
3057,3057,tech.central.ctocoin,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
3060,3060,tech.central.ctocoin,android.permission.READ_APP_BADGE,customized
3063,3063,tech.central.ctocoin,me.everything.badger.permission.BADGE_COUNT_READ,customized
3064,3064,tech.central.ctocoin,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
3102,3102,com.Bitplicity.Bitplicityapp,com.sec.android.provider.badge.permission.READ,customized
3103,3103,com.Bitplicity.Bitplicityapp,com.sec.android.provider.badge.permission.WRITE,customized
3106,3106,com.Bitplicity.Bitplicityapp,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
3107,3107,com.Bitplicity.Bitplicityapp,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
3109,3109,com.Bitplicity.Bitplicityapp,com.majeur.launcher.permission.UPDATE_BADGE,customized
3110,3110,com.Bitplicity.Bitplicityapp,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
3113,3113,com.Bitplicity.Bitplicityapp,android.permission.READ_APP_BADGE,customized
3116,3116,com.Bitplicity.Bitplicityapp,me.everything.badger.permission.BADGE_COUNT_READ,customized
3117,3117,com.Bitplicity.Bitplicityapp,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
3142,3142,hodl.group.xrpio,com.sec.android.provider.badge.permission.READ,customized
3143,3143,hodl.group.xrpio,com.sec.android.provider.badge.permission.WRITE,customized
3146,3146,hodl.group.xrpio,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
3147,3147,hodl.group.xrpio,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
3149,3149,hodl.group.xrpio,com.majeur.launcher.permission.UPDATE_BADGE,customized
3150,3150,hodl.group.xrpio,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
3153,3153,hodl.group.xrpio,android.permission.READ_APP_BADGE,customized
3156,3156,hodl.group.xrpio,me.everything.badger.permission.BADGE_COUNT_READ,customized
3157,3157,hodl.group.xrpio,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
3220,3220,io.crypto.wallet.bitcoin.ethereum.medooza.wallet,com.sec.android.provider.badge.permission.READ,customized
3221,3221,io.crypto.wallet.bitcoin.ethereum.medooza.wallet,com.sec.android.provider.badge.permission.WRITE,customized
3224,3224,io.crypto.wallet.bitcoin.ethereum.medooza.wallet,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
3225,3225,io.crypto.wallet.bitcoin.ethereum.medooza.wallet,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
3227,3227,io.crypto.wallet.bitcoin.ethereum.medooza.wallet,com.majeur.launcher.permission.UPDATE_BADGE,customized
3228,3228,io.crypto.wallet.bitcoin.ethereum.medooza.wallet,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
3231,3231,io.crypto.wallet.bitcoin.ethereum.medooza.wallet,android.permission.READ_APP_BADGE,customized
3234,3234,io.crypto.wallet.bitcoin.ethereum.medooza.wallet,me.everything.badger.permission.BADGE_COUNT_READ,customized
3235,3235,io.crypto.wallet.bitcoin.ethereum.medooza.wallet,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
3264,3264,org.coinsence.wallet,com.sec.android.provider.badge.permission.READ,customized
3265,3265,org.coinsence.wallet,com.sec.android.provider.badge.permission.WRITE,customized
3268,3268,org.coinsence.wallet,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
3269,3269,org.coinsence.wallet,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
3271,3271,org.coinsence.wallet,com.majeur.launcher.permission.UPDATE_BADGE,customized
3272,3272,org.coinsence.wallet,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
3275,3275,org.coinsence.wallet,android.permission.READ_APP_BADGE,customized
3278,3278,org.coinsence.wallet,me.everything.badger.permission.BADGE_COUNT_READ,customized
3279,3279,org.coinsence.wallet,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
3299,3299,com.bitcoin.wallet.cryptopuce,com.sec.android.provider.badge.permission.READ,customized
3300,3300,com.bitcoin.wallet.cryptopuce,com.sec.android.provider.badge.permission.WRITE,customized
3303,3303,com.bitcoin.wallet.cryptopuce,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
3304,3304,com.bitcoin.wallet.cryptopuce,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
3306,3306,com.bitcoin.wallet.cryptopuce,com.majeur.launcher.permission.UPDATE_BADGE,customized
3307,3307,com.bitcoin.wallet.cryptopuce,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
3310,3310,com.bitcoin.wallet.cryptopuce,android.permission.READ_APP_BADGE,customized
3313,3313,com.bitcoin.wallet.cryptopuce,me.everything.badger.permission.BADGE_COUNT_READ,customized
3314,3314,com.bitcoin.wallet.cryptopuce,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
3420,3420,cash.simply.wallet,com.sec.android.provider.badge.permission.READ,customized
3421,3421,cash.simply.wallet,com.sec.android.provider.badge.permission.WRITE,customized
3424,3424,cash.simply.wallet,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
3425,3425,cash.simply.wallet,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
3427,3427,cash.simply.wallet,com.majeur.launcher.permission.UPDATE_BADGE,customized
3428,3428,cash.simply.wallet,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
3431,3431,cash.simply.wallet,android.permission.READ_APP_BADGE,customized
3434,3434,cash.simply.wallet,me.everything.badger.permission.BADGE_COUNT_READ,customized
3435,3435,cash.simply.wallet,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
3468,3468,eth.org.freewallet.app,com.sec.android.provider.badge.permission.READ,customized
