,app_id,permission,level
39,app.goodcrypto,android.permission.ACCESS_NETWORK_STATE,normal
40,app.goodcrypto,android.permission.WAKE_LOCK,normal
41,app.goodcrypto,android.permission.GET_ACCOUNTS,dangerous
42,app.goodcrypto,android.permission.USE_CREDENTIALS,customized
43,app.goodcrypto,android.permission.VIBRATE,normal
44,app.goodcrypto,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
45,app.goodcrypto,android.permission.CAMERA,dangerous
46,app.goodcrypto,android.permission.FLASHLIGHT,customized
47,app.goodcrypto,com.google.android.providers.gsf.permission.READ_GSERVICES,customized
48,app.goodcrypto,com.android.vending.BILLING,customized
49,app.goodcrypto,com.google.android.c2dm.permission.RECEIVE,customized
50,app.goodcrypto,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
51,app.goodcrypto,com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN,customized
52,app.goodcrypto,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
53,app.goodcrypto,android.permission.BIND_JOB_SERVICE,signature
54,app.goodcrypto,com.google.android.c2dm.permission.SEND,customized
55,app.goodcrypto,android.permission.INSTALL_PACKAGES,dangerous
56,app.hodlify,android.permission.INTERNET,normal
57,app.hodlify,android.permission.ACCESS_NETWORK_STATE,normal
58,app.hodlify,android.permission.READ_EXTERNAL_STORAGE,dangerous
59,app.hodlify,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
60,app.hodlify,android.permission.CAMERA,dangerous
61,app.hodlify,com.android.vending.BILLING,customized
62,app.hodlify,android.permission.BIND_JOB_SERVICE,signature
63,app.odapplications.bitstashwallet,android.permission.INTERNET,normal
64,app.odapplications.bitstashwallet,android.permission.ACCESS_NETWORK_STATE,normal
65,app.odapplications.bitstashwallet,android.permission.VIBRATE,normal
66,app.odapplications.bitstashwallet,android.permission.USE_BIOMETRIC,normal
67,app.odapplications.bitstashwallet,android.permission.USE_FINGERPRINT,normal
68,app.odapplications.bitstashwallet,android.permission.CAMERA,dangerous
69,app.odapplications.bitstashwallet,android.permission.WAKE_LOCK,normal
70,app.odapplications.bitstashwallet,android.permission.RECEIVE_BOOT_COMPLETED,normal
71,app.odapplications.bitstashwallet,android.permission.BIND_JOB_SERVICE,signature
72,appinventor.ai_mlmsolution88.Troquer,android.permission.INTERNET,normal
73,appinventor.ai_mlmsolution88.Troquer,android.permission.ACCESS_NETWORK_STATE,normal
74,appinventor.ai_mlmsolution88.Troquer,android.permission.ACCESS_WIFI_STATE,normal
75,appinventor.ai_Traid777.WALLETBTC,android.permission.INTERNET,normal
76,appinventor.ai_Traid777.WALLETBTC,android.permission.ACCESS_NETWORK_STATE,normal
77,appinventor.ai_Traid777.WALLETBTC,android.permission.ACCESS_WIFI_STATE,normal
78,appinventor.ai_Traid777.WALLETBTC,android.permission.READ_EXTERNAL_STORAGE,dangerous
79,bitcoin.twenty.twenty,android.permission.INTERNET,normal
80,bitcoin.twenty.twenty,android.permission.CAMERA,dangerous
81,ca.merkley.starter,android.permission.INTERNET,normal
82,ca.merkley.starter,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
83,ca.merkley.starter,android.permission.CAMERA,dangerous
84,ca.merkley.starter,android.permission.GET_ACCOUNTS,dangerous
85,cash.usdx.wallet,android.permission.INTERNET,normal
86,cash.usdx.wallet,android.permission.RECEIVE_BOOT_COMPLETED,normal
87,cash.usdx.wallet,android.permission.CAMERA,dangerous
88,cash.usdx.wallet,android.permission.VIBRATE,normal
89,cash.usdx.wallet,android.permission.USE_FINGERPRINT,normal
90,cash.usdx.wallet,android.permission.READ_PROFILE,customized
91,cash.usdx.wallet,android.permission.READ_CONTACTS,dangerous
92,cash.usdx.wallet,android.permission.ACCESS_NETWORK_STATE,normal
93,cash.usdx.wallet,android.permission.WAKE_LOCK,normal
94,cash.usdx.wallet,com.google.android.c2dm.permission.RECEIVE,customized
95,cash.usdx.wallet,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
96,cash.usdx.wallet,com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN,customized
97,cash.usdx.wallet,android.permission.BIND_JOB_SERVICE,signature
98,cash.usdx.wallet,com.google.android.c2dm.permission.SEND,customized
99,cash.usdx.wallet,android.permission.INSTALL_PACKAGES,dangerous
100,co.bitx.android.wallet,android.permission.INTERNET,normal
101,co.bitx.android.wallet,android.permission.ACCESS_NETWORK_STATE,normal
102,co.bitx.android.wallet,android.permission.READ_PROFILE,customized
103,co.bitx.android.wallet,android.permission.READ_CONTACTS,dangerous
104,co.bitx.android.wallet,android.permission.GET_ACCOUNTS,dangerous
105,co.bitx.android.wallet,android.permission.CAMERA,dangerous
106,co.bitx.android.wallet,android.permission.READ_EXTERNAL_STORAGE,dangerous
107,co.bitx.android.wallet,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
108,co.bitx.android.wallet,android.permission.VIBRATE,normal
109,co.bitx.android.wallet,android.permission.USE_BIOMETRIC,normal
110,co.bitx.android.wallet,android.permission.USE_FINGERPRINT,normal
111,co.bitx.android.wallet,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
112,co.bitx.android.wallet,android.permission.RECORD_AUDIO,dangerous
113,co.bitx.android.wallet,android.permission.WAKE_LOCK,normal
114,co.bitx.android.wallet,android.permission.RECEIVE_BOOT_COMPLETED,normal
115,co.bitx.android.wallet,android.permission.FOREGROUND_SERVICE,normal
116,co.bitx.android.wallet,com.google.android.c2dm.permission.RECEIVE,customized
117,co.bitx.android.wallet,com.android.vending.CHECK_LICENSE,customized
118,co.bitx.android.wallet,android.permission.BIND_JOB_SERVICE,signature
119,co.bitx.android.wallet,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
120,co.bitx.android.wallet,android.permission.DUMP,dangerous
121,co.bitx.android.wallet,com.google.android.c2dm.permission.SEND,customized
122,co.hodlwallet,android.permission.CAMERA,dangerous
123,co.hodlwallet,android.permission.INTERNET,normal
124,co.hodlwallet,android.permission.WAKE_LOCK,normal
125,co.hodlwallet,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
126,co.hodlwallet,android.permission.WRITE_INTERNAL_STORAGE,customized
127,co.hodlwallet,android.permission.READ_EXTERNAL_STORAGE,dangerous
128,co.hodlwallet,android.permission.READ_INTERNAL_STORAGE,signature
129,co.hodlwallet,android.permission.ACCESS_NETWORK_STATE,normal
130,co.hodlwallet,android.permission.USE_FINGERPRINT,normal
131,co.hodlwallet,android.permission.DISABLE_KEYGUARD,normal
132,co.id.dompet.btc.indonesia,android.permission.INTERNET,normal
133,co.id.dompet.btc.indonesia,android.permission.ACCESS_WIFI_STATE,normal
134,co.id.dompet.btc.indonesia,android.permission.ACCESS_NETWORK_STATE,normal
135,co.id.dompet.btc.indonesia,android.permission.CAMERA,dangerous
136,co.id.dompet.btc.indonesia,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
137,co.id.dompet.btc.indonesia,android.permission.VIBRATE,normal
138,co.id.dompet.btc.indonesia,android.permission.RECEIVE_BOOT_COMPLETED,normal
139,co.id.dompet.btc.indonesia,android.permission.ACCESS_FINE_LOCATION,dangerous
140,co.id.dompet.btc.indonesia,android.permission.ACCESS_COARSE_LOCATION,dangerous
141,co.id.dompet.btc.indonesia,android.permission.WAKE_LOCK,normal
142,co.id.dompet.btc.indonesia,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
143,co.id.dompet.btc.indonesia,com.google.android.c2dm.permission.RECEIVE,customized
144,co.id.dompet.btc.indonesia,android.permission.BIND_JOB_SERVICE,signature
145,co.id.dompet.btc.indonesia,android.permission.INSTALL_PACKAGES,dangerous
146,co.id.dompet.btc.indonesia,com.google.android.c2dm.permission.SEND,customized
147,com.adb.adbcoin,android.permission.ACCESS_NETWORK_STATE,normal
148,com.adb.adbcoin,android.permission.INTERNET,normal
149,com.adb.adbcoin,android.permission.CAMERA,dangerous
150,com.adb.adbcoin,android.permission.READ_EXTERNAL_STORAGE,dangerous
151,com.adb.adbcoin,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
152,com.adb.adbcoin,android.permission.VIBRATE,normal
153,com.adb.adbcoin,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
154,com.anxbtc.android,android.permission.INTERNET,normal
155,com.anxbtc.android,android.permission.ACCESS_WIFI_STATE,normal
156,com.anxbtc.android,android.permission.ACCESS_NETWORK_STATE,normal
157,com.anxbtc.android,android.permission.ACCESS_COARSE_LOCATION,dangerous
158,com.anxbtc.android,android.permission.CAMERA,dangerous
159,com.anxbtc.android,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
160,com.anxbtc.android,android.permission.VIBRATE,normal
161,com.anxbtc.android,android.permission.FLASHLIGHT,customized
162,com.app.asbazar59,com.android.vending.BILLING,customized
163,com.app.asbazar59,android.permission.INTERNET,normal
164,com.app.asbazar59,android.permission.ACCESS_NETWORK_STATE,normal
165,com.app.asbazar59,android.permission.ACCESS_FINE_LOCATION,dangerous
166,com.app.asbazar59,android.permission.CAMERA,dangerous
167,com.app.asbazar59,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
168,com.app.asbazar59,android.permission.READ_EXTERNAL_STORAGE,dangerous
169,com.app.asbazar59,android.permission.MODIFY_AUDIO_SETTINGS,normal
170,com.app.asbazar59,android.permission.RECORD_AUDIO,dangerous
171,com.app.asbazar59,android.permission.VIDEO_CAPTURE,customized
172,com.app.asbazar59,android.permission.AUDIO_CAPTURE,customized
173,com.app.asbazar59,com.app.asbazar59.permission.C2D_MESSAGE,customized
174,com.app.asbazar59,com.google.android.c2dm.permission.RECEIVE,customized
175,com.app.asbazar59,android.permission.WAKE_LOCK,normal
176,com.app.asbazar59,android.permission.VIBRATE,normal
177,com.app.asbazar59,android.permission.RECEIVE_BOOT_COMPLETED,normal
178,com.app.asbazar59,com.sec.android.provider.badge.permission.READ,customized
179,com.app.asbazar59,com.sec.android.provider.badge.permission.WRITE,customized
180,com.app.asbazar59,com.htc.launcher.permission.READ_SETTINGS,customized
181,com.app.asbazar59,com.htc.launcher.permission.UPDATE_SHORTCUT,customized
182,com.app.asbazar59,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
183,com.app.asbazar59,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
184,com.app.asbazar59,com.anddoes.launcher.permission.UPDATE_COUNT,customized
185,com.app.asbazar59,com.majeur.launcher.permission.UPDATE_BADGE,customized
186,com.app.asbazar59,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
187,com.app.asbazar59,com.huawei.android.launcher.permission.READ_SETTINGS,customized
188,com.app.asbazar59,com.huawei.android.launcher.permission.WRITE_SETTINGS,customized
189,com.app.asbazar59,android.permission.READ_APP_BADGE,customized
190,com.app.asbazar59,com.oppo.launcher.permission.READ_SETTINGS,customized
191,com.app.asbazar59,com.oppo.launcher.permission.WRITE_SETTINGS,customized
192,com.app.asbazar59,me.everything.badger.permission.BADGE_COUNT_READ,customized
193,com.app.asbazar59,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
194,com.app.asbazar59,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
195,com.app.asbazar59,android.permission.BIND_JOB_SERVICE,signature
196,com.app.asbazar59,com.google.android.c2dm.permission.SEND,customized
197,com.app.asbazar59,android.permission.INSTALL_PACKAGES,dangerous
198,com.app.belfrics,android.permission.INTERNET,normal
199,com.app.belfrics,android.permission.READ_EXTERNAL_STORAGE,dangerous
200,com.app.belfrics,android.permission.USE_FINGERPRINT,normal
201,com.app.belfrics,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
202,com.app.belfrics,android.permission.CAMERA,dangerous
203,com.app.belfrics,android.permission.ACCESS_NETWORK_STATE,normal
204,com.app.belfrics,android.permission.ACCESS_COARSE_LOCATION,dangerous
205,com.app.belfrics,android.permission.ACCESS_FINE_LOCATION,dangerous
206,com.app.belfrics,android.permission.VIBRATE,normal
207,com.app.belfrics,android.permission.SYSTEM_ALERT_WINDOW,signature
208,com.app.belfrics,android.permission.ACCESS_WIFI_STATE,normal
209,com.app.belfrics,android.permission.WAKE_LOCK,normal
210,com.app.belfrics,com.google.android.c2dm.permission.RECEIVE,customized
211,com.app.belfrics,com.app.belfrics.permission.C2D_MESSAGE,customized
212,com.app.belfrics,android.permission.BIND_JOB_SERVICE,signature
213,com.app.belfrics,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
214,com.app.belfrics,android.permission.INSTALL_PACKAGES,dangerous
215,com.app.belfrics,com.google.android.c2dm.permission.SEND,customized
216,com.application.bitcoiva,android.permission.USE_FINGERPRINT,normal
217,com.application.bitcoiva,android.permission.INTERNET,normal
218,com.application.bitcoiva,android.permission.CAMERA,dangerous
219,com.application.bitcoiva,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
220,com.application.bitcoiva,android.permission.READ_EXTERNAL_STORAGE,dangerous
221,com.application.bitcoiva,android.permission.ACCESS_NETWORK_STATE,normal
222,com.application.bitcoiva,android.permission.WAKE_LOCK,normal
223,com.application.bitcoiva,com.google.android.c2dm.permission.RECEIVE,customized
224,com.application.bitcoiva,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
225,com.application.bitcoiva,android.permission.RECEIVE_BOOT_COMPLETED,normal
226,com.application.bitcoiva,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
227,com.application.bitcoiva,android.permission.BIND_JOB_SERVICE,signature
228,com.application.bitcoiva,com.google.android.gms.permission.BIND_NETWORK_TASK_SERVICE,customized
229,com.application.bitcoiva,com.google.android.c2dm.permission.SEND,customized
230,com.application.blocdesk,android.permission.ACCESS_NETWORK_STATE,normal
231,com.application.blocdesk,android.permission.ACCESS_WIFI_STATE,normal
232,com.application.blocdesk,android.permission.ACCESS_FINE_LOCATION,dangerous
233,com.application.blocdesk,android.permission.ACCESS_COARSE_LOCATION,dangerous
234,com.application.blocdesk,android.permission.INTERNET,normal
235,com.application.blocdesk,android.permission.ACCESS_GPS,customized
236,com.application.blocdesk,android.permission.FLASHLIGHT,customized
237,com.application.blocdesk,android.permission.CAMERA,dangerous
238,com.application.blocdesk,android.permission.READ_PHONE_STATE,dangerous
239,com.application.blocdesk,android.permission.USE_FINGERPRINT,normal
240,com.application.blocdesk,android.permission.USE_BIOMETRIC,normal
241,com.application.blocdesk,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
242,com.application.blocdesk,android.permission.READ_EXTERNAL_STORAGE,dangerous
243,com.application.blocdesk,com.google.android.providers.gsf.permission.READ_GSERVICES,customized
244,com.application.blocdesk,com.google.android.c2dm.permission.RECEIVE,customized
245,com.application.blocdesk,android.permission.WAKE_LOCK,normal
246,com.application.blocdesk,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
247,com.application.blocdesk,com.application.blocdesk.permission.C2D_MESSAGE,customized
248,com.application.blocdesk,com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN,customized
249,com.application.blocdesk,com.google.android.c2dm.permission.SEND,customized
250,com.application.blocdesk,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
251,com.application.blocdesk,android.permission.BIND_JOB_SERVICE,signature
252,com.application.blocdesk,android.permission.INSTALL_PACKAGES,dangerous
253,com.apptrack.coinom,android.permission.INTERNET,normal
254,com.apptrack.coinom,android.permission.USE_BIOMETRIC,normal
255,com.apptrack.coinom,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
256,com.apptrack.coinom,android.permission.READ_EXTERNAL_STORAGE,dangerous
257,com.apptrack.coinom,android.permission.NFC,normal
258,com.apptrack.coinom,android.permission.USE_FINGERPRINT,normal
259,com.apptrack.coinom,android.permission.CAMERA,dangerous
260,com.apptrack.coinom,android.permission.VIBRATE,normal
261,com.apptrack.coinom,android.permission.WAKE_LOCK,normal
262,com.apptrack.coinom,android.permission.RECEIVE_BOOT_COMPLETED,normal
263,com.apptrack.coinom,android.permission.BLUETOOTH,normal
264,com.apptrack.coinom,android.permission.ACCESS_NETWORK_STATE,normal
265,com.apptrack.coinom,android.permission.FOREGROUND_SERVICE,normal
266,com.apptrack.coinom,com.google.android.c2dm.permission.RECEIVE,customized
267,com.apptrack.coinom,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
268,com.apptrack.coinom,android.permission.BIND_JOB_SERVICE,signature
269,com.apptrack.coinom,com.google.android.gms.permission.BIND_NETWORK_TASK_SERVICE,customized
270,com.apptrack.coinom,com.google.android.c2dm.permission.SEND,customized
271,com.atomicwallet.newapp.safe,android.permission.INTERNET,normal
272,com.bcoiner.webviewapp,android.permission.INTERNET,normal
273,com.bcoiner.webviewapp,android.permission.ACCESS_NETWORK_STATE,normal
274,com.bcoiner.webviewapp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
275,com.bitbns,android.permission.INTERNET,normal
276,com.bitbns,android.permission.RECEIVE_BOOT_COMPLETED,normal
277,com.bitbns,android.permission.VIBRATE,normal
278,com.bitbns,android.permission.SYSTEM_ALERT_WINDOW,signature
279,com.bitbns,android.permission.CAMERA,dangerous
280,com.bitbns,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
281,com.bitbns,android.permission.ACCESS_NETWORK_STATE,normal
282,com.bitbns,android.permission.ACCESS_WIFI_STATE,normal
283,com.bitbns,android.permission.USE_FINGERPRINT,normal
284,com.bitbns,com.google.android.c2dm.permission.RECEIVE,customized
285,com.bitbns,android.permission.RECORD_AUDIO,dangerous
286,com.bitbns,com.fingerprints.service.ACCESS_FINGERPRINT_MANAGER,customized
287,com.bitbns,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,customized
288,com.bitbns,android.permission.WAKE_LOCK,normal
289,com.bitbns,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
290,com.bitbns,com.sec.android.provider.badge.permission.READ,customized
291,com.bitbns,com.sec.android.provider.badge.permission.WRITE,customized
292,com.bitbns,com.htc.launcher.permission.READ_SETTINGS,customized
293,com.bitbns,com.htc.launcher.permission.UPDATE_SHORTCUT,customized
294,com.bitbns,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
295,com.bitbns,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
296,com.bitbns,com.anddoes.launcher.permission.UPDATE_COUNT,customized
297,com.bitbns,com.majeur.launcher.permission.UPDATE_BADGE,customized
298,com.bitbns,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
299,com.bitbns,com.huawei.android.launcher.permission.READ_SETTINGS,customized
300,com.bitbns,com.huawei.android.launcher.permission.WRITE_SETTINGS,customized
301,com.bitbns,android.permission.READ_APP_BADGE,customized
302,com.bitbns,com.oppo.launcher.permission.READ_SETTINGS,customized
303,com.bitbns,com.oppo.launcher.permission.WRITE_SETTINGS,customized
304,com.bitbns,me.everything.badger.permission.BADGE_COUNT_READ,customized
305,com.bitbns,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
306,com.bitbns,com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN,customized
307,com.bitbns,android.permission.BIND_REMOTEVIEWS,signature
308,com.bitbns,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
309,com.bitbns,android.permission.BIND_JOB_SERVICE,signature
310,com.bitbns,com.google.android.c2dm.permission.SEND,customized
311,com.bitcoinglobal,android.permission.INTERNET,normal
312,com.bitcoinglobal,android.permission.RECEIVE_BOOT_COMPLETED,normal
313,com.bitcoinglobal,android.permission.VIBRATE,normal
314,com.bitcoinglobal,android.permission.USE_BIOMETRIC,normal
315,com.bitcoinglobal,android.permission.USE_FINGERPRINT,normal
316,com.bitcoinglobal,android.permission.WAKE_LOCK,normal
317,com.bitcoinglobal,android.permission.ACCESS_NETWORK_STATE,normal
318,com.bitcoinglobal,com.google.android.c2dm.permission.RECEIVE,customized
319,com.bitcoinglobal,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
320,com.bitcoinglobal,android.permission.BIND_JOB_SERVICE,signature
321,com.bitcoinglobal,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,customized
322,com.bitcoinglobal,com.google.android.c2dm.permission.SEND,customized
323,com.bitcoininc.bitcoinpay,android.permission.INTERNET,normal
324,com.bitcoininc.bitcoinpay,android.permission.ACCESS_NETWORK_STATE,normal
325,com.bitcoininc.bitcoinpay,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
326,com.bitcoininc.bitcoinpay,android.permission.CAMERA,dangerous
327,com.bitcoininc.bitcoinpay,android.permission.NFC,normal
328,com.bitcoininc.bitcoinpay,android.permission.BLUETOOTH,normal
329,com.bitcoininc.bitcoinpay,android.permission.BLUETOOTH_ADMIN,normal
330,com.bitexuae,android.permission.INTERNET,normal
331,com.bitexuae,android.permission.VIBRATE,normal
332,com.bitexuae,android.permission.CAMERA,dangerous
333,com.bitexuae,android.permission.USE_BIOMETRIC,normal
334,com.bitexuae,android.permission.USE_FINGERPRINT,normal
335,com.bitexuae,com.fingerprints.service.ACCESS_FINGERPRINT_MANAGER,customized
336,com.bitexuae,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,customized
337,com.bitexuae,com.bitexuae.permission.C2D_MESSAGE,customized
338,com.bitexuae,android.permission.ACCESS_NETWORK_STATE,normal
339,com.bitexuae,android.permission.RECORD_AUDIO,dangerous
340,com.bitexuae,android.permission.WAKE_LOCK,normal
341,com.bitexuae,com.google.android.c2dm.permission.RECEIVE,customized
342,com.bitexuae,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
343,com.bitexuae,android.permission.BIND_JOB_SERVICE,signature
344,com.bitexuae,android.permission.INSTALL_PACKAGES,dangerous
345,com.bitexuae,com.google.android.c2dm.permission.SEND,customized
346,com.bitkub,android.permission.INTERNET,normal
347,com.bitkub,android.permission.SYSTEM_ALERT_WINDOW,signature
348,com.bitkub,android.permission.USE_FINGERPRINT,normal
349,com.bitkub,android.permission.ACCESS_NETWORK_STATE,normal
350,com.bitkub,android.permission.VIBRATE,normal
351,com.bitkub,android.permission.CAMERA,dangerous
352,com.bitkub,android.permission.RECORD_AUDIO,dangerous
353,com.bitkub,android.permission.READ_EXTERNAL_STORAGE,dangerous
354,com.bitkub,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
355,com.bitkub,android.permission.ACCESS_WIFI_STATE,normal
356,com.bitkub,android.permission.WAKE_LOCK,normal
357,com.bitkub,com.android.vending.CHECK_LICENSE,customized
358,com.bitkub,android.permission.FOREGROUND_SERVICE,normal
359,com.bitkub,com.bitkub.permission.C2D_MESSAGE,customized
360,com.bitkub,com.google.android.c2dm.permission.RECEIVE,customized
361,com.bitkub,android.permission.RECEIVE_BOOT_COMPLETED,normal
362,com.bitkub,com.sec.android.provider.badge.permission.READ,customized
363,com.bitkub,com.sec.android.provider.badge.permission.WRITE,customized
364,com.bitkub,com.htc.launcher.permission.READ_SETTINGS,customized
365,com.bitkub,com.htc.launcher.permission.UPDATE_SHORTCUT,customized
366,com.bitkub,com.sonyericsson.home.permission.BROADCAST_BADGE,customized
367,com.bitkub,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,customized
368,com.bitkub,com.anddoes.launcher.permission.UPDATE_COUNT,customized
369,com.bitkub,com.majeur.launcher.permission.UPDATE_BADGE,customized
370,com.bitkub,com.huawei.android.launcher.permission.CHANGE_BADGE,customized
371,com.bitkub,com.huawei.android.launcher.permission.READ_SETTINGS,customized
372,com.bitkub,com.huawei.android.launcher.permission.WRITE_SETTINGS,customized
373,com.bitkub,android.permission.READ_APP_BADGE,customized
374,com.bitkub,com.oppo.launcher.permission.READ_SETTINGS,customized
375,com.bitkub,com.oppo.launcher.permission.WRITE_SETTINGS,customized
376,com.bitkub,me.everything.badger.permission.BADGE_COUNT_READ,customized
377,com.bitkub,me.everything.badger.permission.BADGE_COUNT_WRITE,customized
378,com.bitkub,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,customized
379,com.bitkub,android.permission.NFC,normal
380,com.bitkub,android.permission.BIND_REMOTEVIEWS,signature
381,com.bitkub,android.permission.BIND_JOB_SERVICE,signature
382,com.bitkub,com.google.android.c2dm.permission.SEND,customized
383,com.bitkub,android.permission.INSTALL_PACKAGES,dangerous
384,com.bitmart.bitmarket,android.permission.INTERNET,normal
